,companyFullName,companySize,district,financeStage,positionAdvantage,position_detail,position_name,salary,workYear
245,上海喜泊客信息技术有限公司,50-150人,下城区,B轮,互联网公司 发展前程好 原始股权 B轮融资,"
职位描述：

岗位职责： ? ?
1.?负责研发应用的模块设计、开发和交付； ? ?
2.?负责编码，单元测试和集成测试； ? ?
3.?解决产品中存在的技术问题及定期做版本升级； ? ?
4.?监控系统运行健康状态，及时优化系统性能。? ? ?

任职要求： ? ?
1.?熟练掌握设计模式，具有面向对象的分析和设计的能力； ? ?
2.?熟练掌握JSP.?XML.?Spring.?EJB.?Hibernate等技术应用； ? ?
3.?熟练掌握MyEclipse.?Eclipse等Java开发工具； ? ?
4.?熟悉HTML5.?CSS.?JQuery.?AJAX.?JSon等Web前端技术； ? ?
5.?了解Jetty.?Tomcat.?Apache等应用服务器设置和部署，能进行性能优化及解决常见问题；? ? ?
6.?有2年以上Java?Web项目开发经验，有过大型项目或移动端项目经验优先； ? ?
7.?有谷歌或百度地图API使用经验优先； ? ?
8.?善于学习新知识与新技术，重视软件工艺与代码品质； ? ?
9.?责任心强，做事细心.?有恒心和毅力.?具备良好的团队合作精神和承受压力的能力。 ? ?

",Java开发工程师,8k-16k,1-3年
246,杭州绿湾网络科技有限公司,150-500人,滨江区,B轮,"住房补贴,补充医疗险,带薪年假,年度旅游","
职位描述：

岗位职责：
1、负责公司掌上110产品及相关业务开发；
2、参与系统分析、设计，编写设计文档；
3、优化现有系统，解决各种技术问题；
4、根据业务需要调研新技术，提供解决方案。
任职要求：
1、java基础扎实，熟悉多线程、java网络编程,3年以上开发经验；
2、熟练使用主流开源框架SpringMVC、MyBatis、SpringBoot、dubbo等；
3、熟悉HTML、Javascript基本前端技术；
4、熟悉MySQL以及NoSQL(Memcached&Redis)；
5、熟练使用MQ(RabbitMQ、Kafka、RocketMQ等)，有其中之一项目经验；
6、熟练使用git、maven；
7、具有良好的沟通能力和团队协作精神，工作认真，态度端正，能承受较大工作压力，学习能力强。

",高级Java开发工程师,15k-25k,3-5年
247,微医集团（浙江）有限公司,500-2000人,萧山区,C轮,java,"
职位描述：

岗位职责
1.负责公司产品的技术设计与落地,并根据业务的发展进行持续优化升级；
2.解决一定的疑难技术问题，胜任核心业务的开发；
岗位要求
1. 精通服务化、对微服务有非常丰富经验；
2. 精通JavaEE技术体系，熟悉MyBatis、Spring Boot、MQ等，对各种开源框架有深入的了解和熟练的应用;
3. 有线上维护以及疑难问题排查、性能调优经验；
4. 具备良好的表达能力,善于团队合作、具备非常良好的责任心以及Owner意识,具备独立解决问题能力；

",Java工程师-基卫云01,15k-25k,3-5年
248,浙江菜鸟供应链管理有限公司,2000人以上,西湖区,B轮,"高并发,智能算法,新零售","
职位描述：

工作职责：1. 参与菜鸟物流平台的系统设计、核心代码开发、系统优化等等工作2. 前瞻性的考虑业务需求、系统现状以及问题，对系统的发展进行规划并推进实施技能要求：1.JAVA基础扎实，熟悉io、多线程、集合等基础框架，熟悉分布式、缓存、消息、搜索等机制2.三年以上使用JAVA进行web开发的经验；精通AOP、MVC等框架。熟悉web开发的相关技术：html/javascript/ajax/xml等3.熟悉JAVA EE规范，熟悉常用的设计模式；熟悉Java及Web的开发和应用；了解高并发、高性能的分布式系统的设计及应用、调优4.熟悉SQL，了解Oracle、MySQL等5.了解Linux下的常用命令

团队介绍：
菜鸟云仓技术部新团队组建中......打造全球最大在线仓储运营平台！ 菜鸟运输技术部，面向B的运输解决方案，包括TMS，车货匹配、司机类App，车联网等

",资深JAVA开发工程师,20k-40k,3-5年
249,浙江微天下信息科技股份有限公司,50-150人,萧山区,未融资,"升职空间大,福利好,有股权","
职位描述：

岗位职责：
1、参与各产品的需求分析、规划、系统设计；?
2、负责各应用模块的编码工作和文档编写工作；?
3、完成目标产品的调试和测试工作。

任职要求：
1、计算机相关专业专科学历，3年以上工作经验，有独立项目经验；
2、熟练掌握JavaEE技术：Struts2，Spring，SpringMVC, hibernate/Ibatis, MyBatis；
3、熟悉Java应用服务器开发，配置，管理工作，如：tomcat，jboss；?
4、熟练掌握Oracle，MySQL等数据库产品；
5、熟练使用MY eclipse，SVN等开发环境。

",java工程师,10k-18k,1-3年
250,浙江子不语电子商务有限公司,500-2000人,余杭区,未融资,"周末双休,年底双薪,自由,活跃","
职位描述：

岗位职责：
1.参与B2C系统模块开发, 和移动端工程师，前端工程师完成前后端接口对接，调试
2.在高级工程师或项目经理协助下，按时保量完成代码开发

岗位要求：
1、本科（理工科）及以上学历； 3年以上Java开发工作经验；
2、熟悉Spring boot, Spirng mvc, Mybatis
3、用过redis、rabbitmq、mysql、mongodb等技术。
4. 能熟练运用Jsp进行动态网页的开发，熟悉JavaScript , Ajax ,Jquery等脚本编程,熟悉freemaker,velocity模板引擎；
5、具有独立完成项目的开发实施工作的经验，熟悉项目开发流程；
6、熟悉Maven，Git等相关管理开发工具，熟悉Linux系统，熟悉主流应用服务器；
7、熟悉docker、mesos、rancher、Kubernetes等容器技术并有实际使用经验优先。
8.有B2C电商项目经验者优先。

",java中级开发（自建站）,8k-15k,3-5年
251,无线生活（北京）信息技术有限公司,500-2000人,西湖区,C轮,"六险一金,弹性工作,良好福利薪,期权激励","
职位描述：

【职位描述】
1、规划和设计系统的整体架构，包括技术架构和业务架构，撰写相关文档；参与方案讨论和技术调研；
2、负责公司的各种web端的产品后端的开发与优化。
【职位要求】
1、计算机或相关专业本科以上学历，五年以上的开发经验；
2、精通JAVA语言，了解并使用常见的设计模式，能够完成较复杂的交互流程设计和实现，熟悉linux系统和脚本编程；
3、精通JSP/Servlet，熟悉Tomcat、Jetty、Resin等至少一种应用服务器的配置与使用；
4、熟悉JVM原理并能进行调优；
5、熟悉HTTP通信原理，掌握RESTful Web Services编程，有JAX-RS使用经验者优先；
6、熟悉HTML代码编写，有过JavaScript编程经验优先考虑；
7、精通MySQL数据库应用系统设计及优化，熟悉存储过程及存储引擎；
8、熟悉大容量数据存储和检索系统设计能力：数据库分区，NoSQL，搜索引擎等；
9、优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情；
10、较强的沟通能力和逻辑表达能力，具备良好的团队合作精神和主动意识。

",资深java工程师,20k-30k,5-10年
252,杭州登虹科技有限公司,150-500人,西湖区,B轮,"五险一金,周末双休,氛围很赞","
职位描述：

岗位职责：1、负责系统架构设计、部分核心架构的实现、架构设计文档编写等；2、改进现有模块功能，提高系统的健壮性，稳定性以及性能；3、指导业务研发工程师，解决疑难问题等任职要求：1、本科及以上学历， 5年以上Java后端开发，3年互联网网站独立架构设计经验，有视频云平台架构设计经验者尤佳；2、精通J2EE体系架构，熟悉设计模式，熟悉Java主流开发框架（如：Spring，SpringMVC等）；3、熟悉MySql数据库，ibatis或MyBatis；4、熟悉NoSql或缓存使用经验，如：Redis，Cassandra等5、具有微服务架构经验（dubbo, spring cloud），和分布式消息队列 （RabbitMQ等）经验；6、熟悉并发编程、网络编程，有常用网络编程框架实战经验（如：Netty）；7、有AWS，阿里云使用经验者优先；8、有HTML，CSS，JS（JQuery）使用经验者优先；9、有流媒体开发经验者优先。

",资深Java开发工程师,20k-40k,5-10年
253,杭州柏融投资管理有限公司,15-50人,西湖区,未融资,"福利待遇优,发展空间大,五险一金","
职位描述：

岗位描述：
1、参与项目的需求分析，负责项目的模块设计和开发；
2、编写项目实施相关文档；
3、学习并理解公司的产品和产品的设计思路；
4、参与项目实施过程中技术预研及疑难问题解决。

职位要求：
1、3年以上Java开发经验；
2、精通Java语言，熟悉Java EE相关技术，熟练使用Struts2，Spring，SpringMVC，hibernate框架；
3、熟悉企业级Java EE项目架构及常用开源框架，熟悉html、CSS、JQuery等前端技术；
4、熟悉企业级数据库及相关开发技术，如oracle、mysql等；
5、良好的沟通能力；
6、能够独立承担责任和压力，积极主动，实事求是，注重团队合作。

",中级JAVA开发工程师,10k-12k,3-5年
254,上海袋虎信息技术有限公司,500-2000人,滨江区,A轮,"爆发性行业,合伙人计划,上升空间大","
职位描述：

职位描述：
1）负责核心系统的架构设计，重构、优化现有的技术架构，应对海量数据与高并发。
2）应对业务快速发展，规划制定相应地技术规划，推动系统演进?
3）解决重要项目中的关键架构问题和技术难题，负责项目中关键技术难点的攻关和预研?
4）对开发团队进行技术指导和培训

岗位要求：
1）精通Java语言，对io、多线程、集合等基础框架有深入理解；
2）熟悉Spring boot、Spring cloud，对微服务架构熟悉
3）四年以上使用JAVA进行web开发的经验，熟悉主流技术架构体系，对相关技术领域的开源产品有深入的理解 ；
4）有大型分布式、高并发、高可用系统设计、开发和调优经验；
5）具备较强的逻辑思维、沟通技巧、管理能力，能自我驱动；具有挑战精神，能应对业务高速发展；
6）对技术与互联网有热情，对心理学改变世界有兴趣。

",高级架构师-Java,25k-35k,5-10年
255,武汉佰钧成技术有限责任公司,2000人以上,余杭区,不需要融资,"技术大牛,弹性工作,六险一金,节假日福利","
职位描述：

1.3年以上 Java 开发经验，熟练使用Eclipse或MyEclipse等开发工具;
2.熟悉常见设计模式，精通 Springboot，SpringMVC、myBatis等流行开源框架等;3.精通 Java 及面向对象设计开发，对部分 Java 技术有深入研究;
4.熟悉多线程，了解其实现原理者优先；
5.了解分布式原理及其应用优先；
6.了解缓存技术，涉及高并发项目优先；7.熟悉orcale 应用开发，有一定的sql调优经验；8.有良好的编码习惯和质量意识；9.思路清晰，团队意识强，具有良好的沟通理解能力。

",Java,10k-20k,3-5年
256,苏州融畅软件科技有限公司,50-150人,滨江区,未融资,平台大，待遇佳,"
职位描述：

岗位描述
1、按照需求，负责服务端项目的设计、维护，以及代码开发工作；
2、优化系统性能，?保证服务器质量和性能；
3、负责大数据平台技术架构，核心模块开发。
岗位要求
1、本科或以上学历，计算机软件或相关专业；
2、精通java语言，熟悉常用的java开源框架，有3年及以上Java服务端项目开发经验；
3、掌握mysql或oracle等数据库开发技术；
4、熟练掌握Linux下的常用命令，能够利用常用的工具对程序进行跟踪诊断；
6、加分项：a)有使用Hadoop、Hive、Spark的相关经验；
????????????????????b)熟悉高性能，可扩展，高并发系统架构。

",资深java开发工程师,20K-35K,3-5年
