,companyFullName,companySize,district,financeStage,positionAdvantage,position_detail,position_name,salary,workYear
213,浙江妮素网络科技股份有限公司,150-500人,西湖区,不需要融资,"年底双薪,弹性工作,周末双休,五险一金","
职位描述：

岗位职责：
1、参与项目整体设计，开发和计划的实施；
2、独立完成功能模块的开发，并负责各个功能及模块的接口设计工作；
3、编写核心代码与组件；
4、负责系统的性能优化和技术难点攻关。
任职要求：
1、2年及以上JAVA经验，熟练掌握SpringMVC，Struts，iBatis及至少一种Java应用服务器tomcat，有互联网经验者优先
2、熟悉Web及前端技术（JavaScript，Ajax，jQuery，Angularjs等开源框架）；
3、熟悉接口技术，如WebService，天猫接口等；
4、熟悉Linux常用命令，能独立在上面进行开发，测试和部署；
5、熟悉mysql,oracle数据库，能熟练运用数据库语言，数据库优化等。

",JAVA工程师,10k-15k,1-3年
214,杭州衡泰软件有限公司,500-2000人,西湖区,不需要融资,"双休,五险一金,导师制,团建",,Java开发工程师,8k-14k,3-5年
215,杭州橙鹰数据技术有限公司,150-500人,余杭区,不需要融资,阿里巴巴集团 大数据 公共安全,"
职位描述：

岗位职责：

1.?独立完成领域中大型项目的系统分析、设计，并主导完成技术方案设计和编码落地任务，确保技术方案有效落地及质量；

2.?技术方案设计灵活支撑业务的同时，对于系统容量、稳定性、性能等有较为深厚的思考与理解；

3.?按产品需求进行应用系统设计和编码实现，确保可扩展性、质量和性能；

4.?维护和升级现有应用系统，快速定位并修复现有系统缺陷。



任职要求：

1.?本科以上,三年以上Java相关开发经验；

2.?具备良好的编码习惯，熟悉常见的设计原则和模式，能写出结构良好的代码；

3.?JAVA基础扎实，理解io、多线程、集合等基础框架，有高并发应用开发经验优先；

4.?扎实的Java编程基础，熟悉JDK中常用的类库，熟悉Spring/Mybatis等开源框架并能了解到它的原理和机制；

5.?熟悉一种或多种消息队列，缓存，负载均衡等常用的中间件，了解大型应用的架构；

6.?熟悉linux、unix相关操作系统，能够熟练使用常用命令；

7.?学习能力强，适应能力好；具备耐心、细心的品质。

",资深java开发工程师,18K-35K,3-5年
216,杭州微序科技有限公司,少于15人,西湖区,天使轮,"初创团队,创始人直带,成长空间大","
职位描述：

1、公司刚起步，成长性好，可以经历从0到1以及后续的快速发展过程；
2、创始人直接带，更快的帮助大家成长；
3、初创团队期权多，未来回报大；

职位描述：
1.负责公司业务和技术系统中重要模块的设计和实现；
2.负责攻克团队遇到的技术难题；
3.对线上突发问题进行及时响应并解决；
4.持续对线上系统进行性能优化及稳定性提升；
具体可能涉及的内容（无法枚举，不仅限于以下）：
1.负责整体技术选型及架构设计；
2.负责微信小程序后端开发；?
3.负责电商系统开发，不限于商品/交易/订单/营销/内容管理等；
4.负责微信多种营销玩法、社交玩法开发；?

职位要求：
1.2年以上Java研发和软件设计经验；?
2.1年以上互联网高并发大系统设计与研发经验；?
3.熟练掌握主流应用服务器架构体系、数据库以及各种中间件技术；?
4.熟悉大规模系统的负载均衡、缓存、网络存储、网络安全、数据库高可用设计及性能评估机制；?
5.具备良好的系统分析能力，良好的抽象思维和逻辑思维能力，独立分析问题解决问题的能力；?
6.可承受较大压力，有责任感，较强的沟通协调能力，具有团队合作精神。

",资深JAVA工程师,15k-30k,3-5年
217,浙江鸿程计算机系统有限公司,500-2000人,江干区,不需要融资,"五险一金,带薪年假,高温补贴","
职位描述：

岗位职责：
1、 参与产品或系统开发的需求调研、分析细化、原型设计，以及需求和设计评审；?
2、 独立完成概要设计和框架搭建；
3、 进行编码实现并进行单元测试，解决系统测试和用户测试提交的问题；
4、 本地化开发和系统维护升级
任职要求：
1、计算机或相关专业本科以上学历，3年以上从事JAVA开发工作经验，擅长与产品经理，项目经理协作，推进研发工作的持续迭代进行
2、精通J3EE体系架构，熟悉jquery、easyui、nginx、jdk、struts、Hibernate、SLF4J、maven、quartz； 目前主要平台应用在Oracle数据库
3、熟悉SVN、maven，jira等项目管理、构建工具，至少两年实际项目使用经验
4、独立承担或支持过新系统架构的设，有带过开发团队的经验或者有强烈带团队的意愿

",JAVA开发,15k-25k,3-5年
218,上海睿民互联网科技有限公司,500-2000人,上城区,不需要融资,"五险一金,加班补助,节日福利,电脑补贴","
职位描述：

工作要求：

1、全日制统招本科及以上，二年及以上工作经验

2、熟悉SpringMVC,Spring,MyBatis等常用的几种框架；有微服务架构使用经验如dubbo、Spring Cloud 优先

3、熟悉常用的WEB服务（tomcat），有maven使用经验和WEB服务性能调优

4、熟练掌握MYSQL数据库，能独立完成部分存储过程的编写，熟悉LINUX开发环境

5、有扎实的java基础，熟悉J2EE架构

6、具备较强的逻辑推理能力、团队协作能力、沟通能力及承受压力的能力。

7、有银行或金融类开发经验优先

",2年Java开发工程师,7k-14k,1-3年
219,杭州港盛软件科技有限公司,15-50人,滨江区,天使轮,"前沿技术,大咖团队","
职位描述：

1. 负责对公司核心系统设计及开发；
2. 对产品需求进行合理化建议，按计划确保开发工作顺利进行；
3. 负责数据库设计，系统设计，API接口设计，对外系统接入等。
职位要求：
1、喜爱证券及区块链行业，有志于在业务上长期发展
2、3年以上JAVA开发经验，JAVA基础扎实，深入理解IO、多线程，熟悉JVM原理；
3、熟练使用SSM等主流框架等，熟悉其原理和实现机制；
4、熟练掌握Mysql、Sql server等主流数据库，SQL语句熟练，了解数据库索引原理；
5、熟练使用Redis等现主流缓存数据库；
6、熟悉常用的设计模式；
7、熟悉Linux操作系统常用命令；
8、熟悉JQuery，Nodejs等js主流开发框架更佳。

",高级Java工程师,15k-25k,3-5年
220,浙江达摩网络科技有限公司,50-150人,西湖区,A轮,老板nice，水果零食，,"
职位描述：

岗位职责：
1、参与软件系统的分析、设计、实施工作；
2、理解业务，识别需求， 完成功能设计及制定的研发任务，参与现有GIC平台功能模块的开发，与品牌方的接口对接、联调；
3、根据公司项目管理流程，保证开发质量、提高开发效率；
4、参与系统的日常维护、完善工作。

岗位要求：
1、两年以上J2EE项目实际开发经验,熟悉J2EE设计模式，精通Java及Web应用的开发;
2、具备oop编程思想，熟悉设计模式和算法；
3、精通mvc框架，熟悉struts、spring、 hibernate、junit、maven等开源框架或工具；
4、熟悉Mysql数据库，熟练使用SQL语句，常规性能优化；
5、熟悉html5、ajax、javascript等前端技术；
6、熟悉联网行业，有移动端app/微商城开发经验者优先；
7、良好的沟通表达能力与团队合作精神，强烈的责任心和较强的学习能力，具有大数据、分布式等开发经验者优先。

",中级Java工程师,12k-17k,1-3年
221,杭州涂鸦信息技术有限公司,500-2000人,西湖区,C轮,"弹性时间,氛围轻松,五险一金,行业前景好","
职位描述：

职位描述：
1.精通Java开源框架，Java开发语言
3.对新技术有出色的学习能力,掌握mybatis,?Spring?MVC等技术
3.参与公司大数据平台、核心架构的研发和方向预演；
4.思维开阔喜问乐学，以提升自己的能力和效率；

职位要求：
1、良好的团队沟通和协作能力，以及自我驱动能力。
2、有3年以上java相关经验；
3、能根据需求独立进行业务分析，并完成相应技术文档，独立负责项目能力。
4、从事过大规模?Web?应用开发，熟悉代码重构，性能优化，系统安全和高可用性；
5、有CRM,?供应链系统，erp系统软件开发经验优先.

",高级java开发,13k-25k,3-5年
222,厦门美柚信息科技有限公司,500-2000人,,D轮及以上,周末双休；五险一金；晋升空间大；,"
职位描述：

岗位职责：
1、负责搜索平台搜索的设计与实现、及后续有效性提高；
2、设计与开发推荐系统；
3、设计与开发自然语言相关的系统（如情感分析、命名实体、 queryt改写纠错）等等。

任职要求：
1、本科以上学历，具有3年以上搜索项目研发经验硕博士优先；
2、熟练掌握NLP相关领域知识与技巧；
3、具备以下项目经验者优先包括但不限于搜索排序优化 query解析等；
4、Java／ Pythona基础扎实，有 elastic search等经验更佳。

",高级Java开发工程师,15k-30k,1-3年
223,杭州培博科技有限公司,150-500人,滨江区,C轮,"C轮公司,大项目,地铁附近,双休","
职位描述：

【岗位职责】
1、编写负责模块的代码；
2、编写负责模块的相关设计、维护文档；
3、改进现有模块功能，提高系统的健壮性，稳定性以及性能。
?
【任职要求】
1、两年以上研发工作经验，熟悉软件研发流程，理解面向对象，熟悉各种常用设计模式；
2、熟悉JAVA编程，熟悉一般数据库的应用开发与管理；
3、熟悉常用的NoSql产品，如MongoDB，Redis，有过高并发平台的设计和开发经验优先；
4、责任心强，具有良好的团队合作精神，能承受较大的工作压力。

",JAVA开发工程师,13k-18k,3-5年
224,杭州玳数科技有限公司,150-500人,西湖区,A轮,"云计算生态,阿里系创业,双休,福利好","
职位描述：

职位诱惑：
阿里系创业,云计算生态,数据智能,周末双休
职位描述：
岗位描述：1、负责运维大数据平台后端核心功能开发，参与产品设计讨论；2、负责运维数据采集，采集Agent实现；3、参与系统架构设计，接口规范制定，技术文档编写；任职要求：1、3年以上Java后端开发经验，精通Java、具有分布式并发环境下的开发经验；2、具备使用主流的开发框架（如springboot、ORM、日志框架等）的开发经验；3、熟悉常见java EE规范和开发模式（如mvc、aop等），并具备丰富的实践经验；4、熟悉数据库以及缓存、消息队列等中间件，具备ES、ELK、ClickHouse、kafka、zookeeper、flink等开发经验者优先；5、具备go语言开发经验者优先。

",Java开发工程师,15k-25k,3-5年
225,浙江霖梓控股有限公司,150-500人,滨江区,B轮,"周末双休,五险一金,弹性时间","
职位描述：

岗位职责：
1.负责/参与电商日常需求分析、相关功能模块的设计和开发
2.配合测试进行系统测试，并根据需求和业务不断优化系统
3.能够提出优化方案，确保系统的性能和稳定性
岗位要求：
1.? JAVA基础扎实，理解io、多线程、集合等基础框架；
2.? 3年以上J2EE开发经验，对技术有热情和追求，有电商相关经验；
3.? 熟悉Spring,mybatis等常用框架；
4.? 熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制；能对分布式常用技术进行合理应用，解决问题

",Java高级开发工程师,15k-25k,3-5年
226,武汉佰钧成技术有限责任公司,2000人以上,余杭区,不需要融资,"五险一金,周末双休,节日福利,带薪年假","
职位描述：

岗位要求：
1. 5年以上Java相关开发经验，有大型互联网公司或大型IT企业开发经验，在团队中担任核心开发，或带过项目带过团队经验；
2. 熟悉Spring、Spring MVC、Spring Boot、MyBatis 、ReactJs 等开源框架及其相关技术体系，深入理解其运行原理，具有全栈开发经验；
3. 具备扎实的数据库基础，精通MySQL，Redis，Hbase等并拥有实际项目经验；
4. 熟悉分布式编程技术，RPC框架，MQ消息中间件，Docker虚拟化等；
5. 具有出色的抽象设计能力，思路清晰，善于思考，能独立分析和解决问题，具备良好的项目管理能力；
6. 技术视野开阔，对技术有热情，学习能力好，性格开朗，善于沟通。

工作地点：杭州市余杭区文一西路海创园
工作时间：周一至周五，朝九晚六，弹性半小时。
薪酬：根据最终面试而定。
其他：五险一金，节日礼品，带薪年假，趣味团建活动，大型季度或年度活动，工作环境舒适整洁等。

",高级Java工程师,15k-25k,3-5年
227,浙江子不语电子商务有限公司,500-2000人,余杭区,未融资,"周末双休,年底双薪,少加班,你牛听你的","
职位描述：

岗位职责：
1.参与B2C系统架构设计和核心模块开发
2.协助中级工程师和初级工程师，代码审查，保证项目进度和质量
3.负责相关技术文档编写，接口制定；
4.深入理解产品需求和业务，能针对性对各业务做出快速准确的技术决策；
5.解决项目开发过程中的技术难题。

岗位要求：
1、本科（理工科）及以上学历； 5年以上Java开发工作经验；
2、精通基于Spring boot、Spring Cloud的微服务架构。
3、熟悉redis、rabbitmq、MariaDB、mongodb、elasticsearch等技术。
4、具备面向对象的设计思维，熟悉设计模式和算法，熟悉或精通Spring/Mybatis等常用框架，熟悉RESTful接口设计；
5、具有独立完成项目的开发实施工作的经验，熟悉项目开发流程，具有较强的文档能力，能够编制各个阶段的项目文档；
6、熟悉Maven，Git等相关管理开发工具，熟悉Linux系统，熟悉主流应用服务器；
7、有移动互联网项目、大型网站项目、大型企业内部管理系统开发经验者优先；
8、高度的工作责任感，优秀的执行力，组织协调能力强；
9、熟悉docker、mesos、rancher、Kubernetes等容器技术并有实际使用经验优先。
10.有B2C电商高并发高性能系统开发经验者优先。

",java高级开发（自建站）,25k-50k,5-10年
228,杭州孚嘉科技有限公司,150-500人,拱墅区,A轮,"丰厚年终,福利齐全,团建活动","
职位描述：

1、参与软件产品规划和分析工作，制定具体产品设计方案；
2、整合优化产品开发所需各种资源，持续改进平台后台的业务、框架优化等工作。
岗位要求：
1、本科、三年以上Java开发经验，熟悉领域建模、UML等相关技术；
3、具备使用Spring、MyBatis 等开源开发框架经验，熟悉相关配置和优化技术；
4、熟练使用Eclipse开发工具和Tomcat、Jetty应用服务器，熟悉Maven、SVN等工具；
5、熟悉MySQL数据库编程，有分布式关系数据库（如DRDS）开发经验的优先；
6、有分布式环境下开发的经验，有Linux服务器上工作经验的优先；
7、有spring cloud系统设计经验优先。

",java开发工程师,10k-20k,3-5年
229,杭州树熊云计算科技有限公司,15-50人,余杭区,天使轮,"期权,牛逼团队,五险一金,双休","
职位描述：

1.负责公司新项目系统框架设计与技术实现。能够提出完整的系统解决方案，并输出相关文档；
2.参与产品和项目研发，对项目中技术难题进行攻关；
3.后台系统架构、性能、扩展等基础功能的优化设计和实现；
4.协助部门主管完成其他工作；
5.能够指导其他同事的工作；
任职需求：
1.计算机本科以上，从事Java开发4年以上；
2.对Java面向对象软件结构有深入理解以及很强的应用能力，精通OO、AOP设计模式，熟悉多线程并发、网络编程技术，熟练掌握Spring等主流的开发框架；
3.熟练掌握MySQL，拥有较好的数据库设计能力，有数据库调优经验;
4.有团队开发经验，了解敏捷开发及自动化测试与集成；
5.具有丰富的高并发经验；一定的运维能力；
6.精通SpringMVC，Spring，SpringBoot，Mybatis等开源框架并熟悉其实现原理

",高级Java开发工程师,15k-25k,3-5年
230,浙江天搜科技股份有限公司,500-2000人,江干区,上市公司,领导NICE、团队氛围好、学习型组织,"
职位描述：

岗位职责:
1. 设计和参与构架设计；
2、通过对业务的理解 ，对现有产品和系统进行改进和优化；
3、从用户和技术出发，实现面向未来的系统规划、设计和落地；
4、技术预研和技术难点攻关，保障系统可用性、稳定性、和可扩展性。

任职资格:
1. JAVA基础扎实，理解io、多线程、集合等基础框架，对JVM原理有一定的了解；
2. 3年及以上使用JAVA开发的经验，对于你用过的开源框架，能了解到它的原理和机制；对Springmvc，hibernate等开源框架熟悉；
3. 熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制；能对分布式常用技术进行合理应用，解决问题；
4. 掌握多线程及高性能的设计与编码及性能调优；有高并发应用开发经验优先；
5. 掌握Linux 操作系统、大型数据库（Oracle、MySql）；
6. 喜欢去尝试最新的技术，追求编写优雅的代码，从技术趋势和思路上能影响技术团队；
7. 熟练掌握Linux下的常用命令，常用的脚本语言。

",高级JAVA开发工程师,18k-25k,5-10年
231,杭州求是同创网络科技有限公司,150-500人,余杭区,B轮,前景好、平台大、颜值高、福利多、活动嗨,"
职位描述：

职位描述：1、? 负责微脉业务平台技术设计、开发和优化；2、? 参与核心系统的开发和架构?；3、? 有良好的编码习惯和设计能力?；4、? 了解互联网的技术发展和常用的技术手段、框架?；任职要求：1、三年以上Java领域的设计与开发经验，能熟练应用Java语言的技术体系和常用框架，熟练掌握ElasticSearch；2、JAVA基础扎实：熟悉IO，多线程，异步处理，集合类等基础框架和常用中间件产品（缓存，消息，搜索等）；3、熟悉互联网应用设计模式，在大型分布式、高并发、高性能、高可用系统设计，开发和调优方面有实际经验者优先；4、有开发应用容器、分布式协调系统(如zookeeper)、高性能通信框架或系统的经验者优先；5、有无线App、Html5或开放平台等平台API设计开发相关经验者优先；6、热爱技术，参与技术开源社区者优先考虑。

",java开发工程师,15k-25k,3-5年
232,浙江星嘉合科技有限公司,50-150人,滨江区,天使轮,"交通便利,环境优美,团队氛围,晋升平台","
职位描述：

?岗位职责：1、负责组织制定公司系统及网站整体开发计划，规划公司产品的技术构架，并组织实施；2、主持制定技术发展战略规划，并组织实施、监督；3、根据公司发展战略制定产品研发方向和目标，并能在工作中始终保证开发的产品和目标相符合；4、负责制定与技术相关的各项管理制度、技术规范及业务流程；5、负责公司网站的系统架构、服务器架构、网站开发、产品实现及运维管理；6、负责组织并指导研发人员在整体架构下开展产品设计、系统研发、上线前的测试工作，协调项目开发或实施的各个环节，把握项目的整体进度；7、负责组织并指导运维人员按要求确保系统的正常运营、信息的综合利用及系统的安全性；岗位要求：1、五年以上互联网及IT行业技术研发工作经验，至少三年以上金融平台开发经验，拥有金融系统、产品开发经验、大型互联网网站工作经验优先；2、具有扎实的Java功底，对JVM的原理有一定的了解，具有较好的Java?IO、多线程、网络等方面的编程能力；3、熟悉spring、MyBatis、Tomcat等常用Java开源框架，对其运行原理有较好的理解。4、精通数据库设计，优秀的SQL编写及调优能力，熟悉常见NoSQL存储；5、有较强的学习能力和项目管理能力，具备清晰缜密的逻辑思维能力；6、较强的领导能力、优秀的组织管理能力、良好的人际关系协调和沟通能力。7、具有敏锐的公司产品相关行业技术发展趋势把握能力和宏观分析判断决策能力。

",Java开发工程师,20k-30k,5-10年
233,杭州度言软件有限公司,15-50人,余杭区,天使轮,"股票期权,带薪年假,五险一金,时间弹性","
职位描述：

职位描述：
1、负责实现业务平台的设计、搭建、调优；
2、负责制定软件开发项目整体计划，把握项目的整体进度，保证项目按时完成；
3、参与需求分析、需求细化、功能落实、架构设计；

职位要求：
1、计算机相关专业本科及以上学历，具有3年以上开发工作经验，有大型web研发经验者优先；
2、熟悉Spring、SpringMVC、Hibernate、Mybatis等相关框架及技术；
3、熟悉数据库，熟悉Mysql优化；
4、熟悉Linux/Unix平台，熟悉JVM以及特定场景下的优化；
4、良好的沟通能力、抗压能力、团队合作精神。

",高级Java开发工程师,15k-30k,3-5年
234,上海方融科技有限责任公司,50-150人,滨江区,A轮,"节日福利,年度旅游,绩效奖金,弹性工作","
职位描述：

1、负责完成重要业务模块及核心框架的搭建及编码实现；
2、 技术预研和技术难点攻关，保障系统可用性、稳定性、和可扩展性；3、协同他人组织跨团队沟通协作，确保系统架构内外设计合理，保障项目质量与进度； 4、和业务团队进行线上系统诊断调优，帮助团队解决日常疑难问题；?
任职资格：
1、Java基础扎实：熟练掌握数据结构，常用设计模式，JVM底层机制，精通多线程编程，数据库编程和性能优化； ? 2、精通Java web编程，5年及以上使用Java语言开发的经验，精通spring ? mvc、orm框架（ibatis或hibernate），熟悉前端开发（js、html、css）；3、熟悉分布式、缓存、消息等机制，能对分布式常用技术进行合理应用，解决实际架构问题； 4、有大型业务系统的架构设计和实施能力，对系统和业务抽象有丰富经验，熟悉大流量、高并发、高性能的设计及应用； 5、有很强的分析复杂问题和解决复杂问题的能力，有强烈的责任心和使命感； 6、技术视野开阔，学习和抗压能力好，具备良好的沟通和组织协调能力； 7、独立负责过大型项目后台开发者，有教育类网站，音乐类网站开发经验优先。? ? ?
? ? ?? ?

",JAVA/技术专家,30k-40k,5-10年
235,道富信息科技浙江有限公司,2000人以上,西湖区,上市公司,"五险一金,年假多不加","
职位描述：

三年以上Java开发经验，学习能力好，稳定性好。
Java基础扎实。有Spring开发经验。
熟悉oracle数据库开发，有一定oracle sql优化能力者，java要求可适当降低
良好的英语表达能力
?
PLUS：
熟悉Osgi/ServiceMix/Camel
JMS/MQ的基础知识
Shell
Git使用经验
外企背景
?


",java开发,10k-15k,1-3年
236,杭州橙鹰数据技术有限公司,150-500人,余杭区,不需要融资,"待遇好,技术氛围好,带薪休假","
职位描述：

1. 本科以上,三年以上Java相关开发经验2. 具备良好的编码习惯，熟悉常见的设计原则和模式，能写出结构良好的代码。3. 扎实的Java编程基础，熟悉JDK中常用的类库，熟悉Spring/Mybatis等开源框架。?4. 熟悉一种或多种消息队列，缓存，负载均衡等常用的中间件，了解大型应用的架构。5. 熟悉一种或多种数据库技术，如Mysql/Oracle，NoSQL数据库等。6. 工作热情/责任心/主动性/合作上面有优势,思维能力学习能力上佳。7. 具备Flink，Kafka等大数据处理经验者优先

",高级Java开发工程师,18k-35k,3-5年
237,浙江车国网络科技有限公司,2000人以上,江干区,不需要融资,待遇好，有股权，工程师文化，妹子多颜值高,"
职位描述：

职位描述：
1、参与完成中小型项目的系统分析、设计，并主导完成详细的设计，并负责核心业务功能与底层基础功能的功能设计、代码实现与单元测试；
2、能够在团队中完成code review的任务，确保相关代码的有效性和正确性，并能够通过code review提供相关性能以及稳定性的建议；?
3、参与建设通用、灵活、智能的业务支撑平台的讨论与设计，支撑上层多场景的复杂业务。

任职要求：
1、本科或以上学历，计算机软件或相关专业，5年以上Java开发经验；
2、熟悉Java/JEE， 基础扎实，熟练掌握常用Java技术框架，能编写高质量简洁清晰的代码；?
3、对于Java基础技术体系有一定的掌握和应用经验；?
4、良好的面向对象设计理解，熟悉面向对象设计原则，掌握设计模式及应用场景；
5、具有比较强的问题分析和处理能力，有比较优秀的动手能力，热衷技术，精益求精，有一定的技术癖；?
6、熟悉底层中间件、分布式技术（包括缓存、消息系统、热部署、JMX等）；
7、对于高并发、高稳定可用性、高性能、大数据处理有过实际项目产品经验者优先。

",Java开发,15k-30k,5-10年
238,浙江变蛙网络科技有限公司,50-150人,西湖区,不需要融资,"领导好,办公环境佳,氛围好,高薪酬","
职位描述：

岗位要求：

使用过蚂蚁云平台开发项目。2. JAVA基础扎实：熟练掌握数据结构、多线程编程，掌握常用的设计模式；熟悉JVM，包括内存模型、类加载机制以及性能优化；?3.五年以上java及WEB应用软件开发经验，一年以上系统设计经验；精通spring mvc、orm框架（ibatis或hibernate），熟悉前端开发（js、html、css）；?4. 熟悉常见的中间件、分布式解决方案及其原理：分布式缓存、SOA、消息中间件，负载均衡、连接池等；?5. 要有互联网公司项目经验，做过支付类项目6. 具有一定的项目规划和决策能力，善于捕捉业务需求、架构设计中存在的问题，并给出有效的解决措施和方法；?7. 具有很强的分析复杂问题和解决复杂问题的能力，有强烈的责任心和使命感，良好的沟通表达能力和团队协作能力；


",JAVA高级工程师,15k-23k,3-5年
239,浙江新再灵科技股份有限公司,150-500人,滨江区,D轮及以上,"环境好,福利好,前景好","
职位描述：

岗位职责:

1. 根据产品说明说完成概要设计、详细设计；

2.根据详细设计说明书完成功能模块开发，进行单元测试；

3.根据需要不断修改完善项目，完成BUG修改工作；

4.根据要求搭建服务器环境，并部署项目

岗位要求：

1.计算机相关专业本科毕业，5年以上Java开发经验；

2.熟练掌握spring、springMVC、mybatis、dubbo等主流开发框架；

3.精通一种以上关系数据库，如mysql；熟悉分布式缓存，如redis；

4.掌握开源的中间件，如kafka，zookeeper等；

5.熟悉liunx命令；能对项目进行性能优化；

6.具备较强的沟通能力、学习能力和解决问题的能力；

7.具备分布式、集群、高并发处理经验者优先考虑；

",高级/资深Java开发工程师,20k-30k,5-10年
240,武汉佰钧成技术有限责任公司,2000人以上,滨江区,不需要融资,互联网金融平台、阿里系项目,"
职位描述：

工作职责】1、负责公司网站项目和产品的开发；2、与市场，开发，测试团队合作完成整个网站项目和产品开发周期；3、编写及维护软件功能规格说明书，设计及开发过程中产生的系列文档；4、系统架构设计和核心代码的编写；5、负责网站或项目的bug修改和日常维护、升级；6、技术难点的功关，解决项目中遇到的技术难题；任职资格】1.计算机或相关专业大专以上学历，2年以上年限2.精通面向对象设计思想，具有扎实的Java编程功底和良好的编码规范3.精通项目开发过程中的各个阶段的任务及其输出物4.精通springboot,springmvc,ibatis等常用框架5.熟悉Tomcat、Jboss、nginx、apache等多种应用和WEB服务器的配置6.有丰富的数据库设计经验，精通sql语言，并熟悉Oracle、Mysql数据库系统7.对系统架构设计有一定的理解，熟练HTML语言、JavaScript脚本语言、XML语言?了解当前流行的javascript开源框架。

",Java开发工程师,8k-12k,1-3年
241,杭州树熊云计算科技有限公司,15-50人,余杭区,天使轮,"福利好,阿里系,双休","
职位描述：

1. 能独立完成中小型项目的系统分析、设计，并主导完成详细设计和编码的任务，确保项目的进度和质量；
2. 能够在团队中完成Code Review的任务，确保相关代码的有效性和正确性，并能够通过Code Review提供相关性能以及安全的建议；
3. 独立完成一定规模系统的系统分析文档和详细设计文档的撰写；
4. 能够有效地对新人或普通开发工程师进行辅导，帮助其快速成长；
5. 维护和升级现有软件产品和系统，快速定位并修复现有软件缺陷。
岗位要求：
1.JAVA基础扎实，熟悉io、多线程、集合等基础框架，熟悉分布式、缓存、消息、搜索等机制；
2.3年以上使用java进行web开发的经验，精通AOP、MVC等框架，熟悉Linux下的常用命令，熟悉MySQL；
3.熟悉常用设计模式，有大型分布式、高并发、高负载、高可用性系统设计开发经验；
4.具有一定的项目规划和决策能力，善于捕捉业务需求、架构设计中存在的问题，并给出有效的解决措施和方法；
5.具有高度的抽象设计能力，思路清晰，善于思考，能独立分析和解决问题,责任心强，具备良好的团队合作精神和承受压力的能力。
6、有带团队经验的加分~

",资深JAVA开发工程师,15k-30k,5-10年
242,通卡联城网络科技有限公司,50-150人,,B轮,福利超好，14薪,"
职位描述：

1.熟悉java及WEB开发技术和框架，熟悉J2EE体系架构及B/S三层结构系统的开发，熟悉流行的开源产品如struts,hibernate,spring等；
2.精通网页前端开发，包括html、css、js以及开源类库jQuery和Ajax技术，熟悉html5；
3.精通Tomcat,Jboss,Resin,Webogic中至少一种应用；
4.在MYSQL,Oracle等常用数据库中至少一种数据库上开发的经验；能够熟练编写常用SQL，存储过程等；
5.熟悉linux部署，熟练使用linux命令及shell脚本；

任职要求：
1.7年以上全职JAVA软件开发的经验；
2.具有一定的系统设计及数据库设计方面的经验；
3.计算机相关专业

",高级Java开发,15k-30k,5-10年
243,杭州滚马网络有限公司,50-150人,余杭区,A轮,"五险一金,定期体检,团建活动,大牛带路",,java开发工程师,10k-15k,1-3年
244,支付宝（中国）网络技术有限公司成都分公司,500-2000人,西湖区,D轮及以上,"发展空间大,16薪,期权","
职位描述：

1.独立完成较复杂的系统分析、设计，并主导完成详细设计和编码的任务，确保项目的进度和质量;
2.负责系统的规划设计，持续完善和优化，制定产品的技术发展路线；?
3.审核开发人员的系统设计和代码质量，书写技术文档和制定开发规范，辅导团队成员的技术能力提升。
4.面向蚂蚁金服的数亿用户建设具有大规模，高吞吐量同时具有高稳定度的系统，面向蚂蚁金服及千万级商家提供通用、灵活、智能的业务支撑能力平台;


工作年限　1-7年　均可以，不强调一定是在1-3年。


岗位要求(以下不是都要具备，具体看简历实际情况)：
1.?JAVA基础扎实：精通多线程编程，熟悉分布式,缓存,消息队列等机制；熟悉JVM，包括内存模型、类加载机制以及性能优化；?
2.?对各种开源的框架如Spring、Hibernate等有深入的了解，对框架本身有过开发或重构者可优先考虑；?
3.?精通关系型数据库设计及SQL,熟悉unix/linux操作系统的使用；?
4.?具备良好的识别业务关键需求和设计领域模型的能力；?
5.?热爱技术，工作认真、严谨，对系统质量有近乎苛刻的要求意识，善于沟通与团队协作；?
6.?有大型分布式、高并发、高负载、高可用性系统设计和稳定性经验优先

",JAVA 工程师,24k-48k,1-3年
